timestamp,index,name,utilization_gpu_pct,utilization_mem_pct,memory_used_mib,power_w,temp_c
2026/02/20 19:16:58.505, 0, NVIDIA GeForce RTX 5070 Ti, 4, 11, 1007, 31.44, 47
2026/02/20 19:16:59.518, 0, NVIDIA GeForce RTX 5070 Ti, 3, 13, 1006, 31.10, 47
2026/02/20 19:17:01.587, 0, NVIDIA GeForce RTX 5070 Ti, 1, 12, 1006, 30.69, 47
2026/02/20 19:17:03.654, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1004, 30.52, 47
2026/02/20 19:17:05.737, 0, NVIDIA GeForce RTX 5070 Ti, 0, 1, 1005, 30.07, 47
2026/02/20 19:17:07.804, 0, NVIDIA GeForce RTX 5070 Ti, 0, 14, 1004, 30.54, 47
2026/02/20 19:17:09.887, 0, NVIDIA GeForce RTX 5070 Ti, 1, 11, 1000, 30.41, 47
2026/02/20 19:17:11.953, 0, NVIDIA GeForce RTX 5070 Ti, 0, 12, 994, 30.34, 47
2026/02/20 19:17:14.037, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.52, 47
2026/02/20 19:17:16.104, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.56, 47
2026/02/20 19:17:18.191, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.34, 47
2026/02/20 19:17:20.272, 0, NVIDIA GeForce RTX 5070 Ti, 0, 10, 994, 30.42, 47
2026/02/20 19:17:22.340, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.48, 47
2026/02/20 19:17:24.423, 0, NVIDIA GeForce RTX 5070 Ti, 0, 13, 994, 30.51, 47
2026/02/20 19:17:26.491, 0, NVIDIA GeForce RTX 5070 Ti, 0, 13, 994, 30.28, 47
2026/02/20 19:17:28.558, 0, NVIDIA GeForce RTX 5070 Ti, 0, 13, 994, 30.29, 47
2026/02/20 19:17:30.626, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.52, 47
2026/02/20 19:17:31.680, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.54, 47
2026/02/20 19:17:33.747, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 994, 30.38, 47
2026/02/20 19:17:35.814, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 994, 29.72, 47
2026/02/20 19:17:37.882, 0, NVIDIA GeForce RTX 5070 Ti, 0, 16, 994, 29.44, 47
2026/02/20 19:17:39.953, 0, NVIDIA GeForce RTX 5070 Ti, 1, 18, 1000, 29.63, 47
2026/02/20 19:17:42.038, 0, NVIDIA GeForce RTX 5070 Ti, 0, 17, 998, 29.59, 47
2026/02/20 19:17:44.128, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 998, 29.47, 47
2026/02/20 19:17:46.196, 0, NVIDIA GeForce RTX 5070 Ti, 1, 1, 1215, 33.86, 48
2026/02/20 19:17:48.270, 0, NVIDIA GeForce RTX 5070 Ti, 0, 1, 1249, 51.25, 49
2026/02/20 19:17:50.343, 0, NVIDIA GeForce RTX 5070 Ti, 0, 1, 1249, 51.15, 49
2026/02/20 19:17:52.415, 0, NVIDIA GeForce RTX 5070 Ti, 0, 1, 1249, 49.87, 49
2026/02/20 19:17:54.486, 0, NVIDIA GeForce RTX 5070 Ti, 0, 10, 1249, 31.59, 48
2026/02/20 19:17:56.554, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1249, 30.09, 48
2026/02/20 19:17:58.623, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1249, 29.62, 48
2026/02/20 19:18:00.693, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1253, 29.85, 48
2026/02/20 19:18:01.723, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1427, 29.95, 48
2026/02/20 19:18:03.792, 0, NVIDIA GeForce RTX 5070 Ti, 0, 12, 1438, 32.59, 48
2026/02/20 19:18:05.860, 0, NVIDIA GeForce RTX 5070 Ti, 0, 16, 1438, 30.47, 48
2026/02/20 19:18:07.927, 0, NVIDIA GeForce RTX 5070 Ti, 0, 14, 1438, 30.53, 48
2026/02/20 19:18:09.998, 0, NVIDIA GeForce RTX 5070 Ti, 0, 9, 1428, 30.38, 48
2026/02/20 19:18:12.085, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1434, 31.41, 48
2026/02/20 19:18:14.155, 0, NVIDIA GeForce RTX 5070 Ti, 0, 8, 1432, 30.46, 48
2026/02/20 19:18:16.239, 0, NVIDIA GeForce RTX 5070 Ti, 0, 9, 1432, 30.31, 48
2026/02/20 19:18:18.308, 0, NVIDIA GeForce RTX 5070 Ti, 0, 10, 1426, 30.38, 48
2026/02/20 19:18:20.395, 0, NVIDIA GeForce RTX 5070 Ti, 0, 9, 1426, 30.38, 48
2026/02/20 19:18:22.478, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1426, 30.52, 48
2026/02/20 19:18:24.545, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1426, 30.54, 48
2026/02/20 19:18:26.612, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1426, 30.33, 48
2026/02/20 19:18:28.680, 0, NVIDIA GeForce RTX 5070 Ti, 0, 13, 1426, 30.50, 48
2026/02/20 19:18:30.748, 0, NVIDIA GeForce RTX 5070 Ti, 0, 12, 1426, 30.50, 48
2026/02/20 19:18:32.816, 0, NVIDIA GeForce RTX 5070 Ti, 0, 13, 1426, 30.46, 48
2026/02/20 19:18:33.866, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1426, 30.46, 48
2026/02/20 19:18:35.950, 0, NVIDIA GeForce RTX 5070 Ti, 0, 9, 1426, 30.55, 48
2026/02/20 19:18:38.017, 0, NVIDIA GeForce RTX 5070 Ti, 0, 9, 1426, 30.47, 48
2026/02/20 19:18:40.100, 0, NVIDIA GeForce RTX 5070 Ti, 0, 13, 1426, 29.44, 48
2026/02/20 19:18:42.167, 0, NVIDIA GeForce RTX 5070 Ti, 1, 18, 1437, 29.60, 48
2026/02/20 19:18:44.263, 0, NVIDIA GeForce RTX 5070 Ti, 3, 17, 1438, 30.36, 48
2026/02/20 19:18:46.341, 0, NVIDIA GeForce RTX 5070 Ti, 1, 1, 1438, 30.42, 48
2026/02/20 19:18:48.431, 0, NVIDIA GeForce RTX 5070 Ti, 0, 1, 1432, 30.27, 48
2026/02/20 19:18:50.525, 0, NVIDIA GeForce RTX 5070 Ti, 0, 1, 1432, 30.26, 48
2026/02/20 19:18:52.601, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1438, 30.74, 48
2026/02/20 19:18:54.677, 0, NVIDIA GeForce RTX 5070 Ti, 0, 15, 1438, 30.56, 48
2026/02/20 19:18:56.752, 0, NVIDIA GeForce RTX 5070 Ti, 0, 12, 1434, 30.64, 48
2026/02/20 19:18:58.829, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1434, 30.51, 48
2026/02/20 19:19:00.895, 0, NVIDIA GeForce RTX 5070 Ti, 0, 11, 1426, 30.55, 48
2026/02/20 19:19:02.961, 0, NVIDIA GeForce RTX 5070 Ti, 0, 15, 1438, 30.60, 48
2026/02/20 19:19:03.946, 0, NVIDIA GeForce RTX 5070 Ti, 0, 15, 1438, 31.45, 48
2026/02/20 19:19:06.013, 0, NVIDIA GeForce RTX 5070 Ti, 0, 15, 1005, 30.56, 48
2026/02/20 19:19:08.082, 0, NVIDIA GeForce RTX 5070 Ti, 0, 12, 1001, 30.54, 48
